year,month,day,gender,births,mother_age,father_age
1969,1,19,M,4452,24.644204851752022,34.95867026055706
1969,1,20,F,4884,24.72153972153972,34.40663390663391
1969,1,20,M,4924,24.996750609260765,34.582859463850525
1969,1,21,F,5042,24.905196350654503,34.06465688218961
1969,1,21,M,5432,24.79675994108984,34.36082474226804
1969,1,22,F,4796,24.90158465387823,34.668890742285235
1969,1,22,M,5088,24.6124213836478,35.21108490566038
1969,1,23,F,4794,24.769294952023362,35.02670004171882
1969,1,23,M,4660,24.751502145922746,33.6175965665236
1969,1,24,F,4752,24.780723905723907,34.52188552188552
1969,1,24,M,5046,24.759413396749903,33.63575108997225
1969,1,25,F,4348,24.46918123275069,33.73735050597976
1969,1,25,M,4674,24.599914420196832,34.39580658964484
1969,1,26,F,4230,24.59290780141844,34.85862884160756
1969,1,26,M,4338,24.853388658367912,34.642692485016134
1969,1,27,F,4864,24.769736842105264,33.9938322368421
1969,1,27,M,5046,24.71898533491875,35.235037653587
1969,1,28,F,4860,24.91028806584362,34.025925925925925
1969,1,28,M,5172,25.001160092807424,33.422273781902554
1969,1,29,F,4500,24.829777777777778,33.56311111111111
1969,1,29,M,4880,24.625819672131147,34.140163934426226
1969,1,30,F,4668,24.808054841473865,34.77163667523565
1969,1,30,M,5006,24.77427087495006,35.025169796244505
1969,1,31,F,4780,25.12803347280335,35.0163179916318
1969,1,31,M,4912,24.9242671009772,34.60016286644951
1969,1,99,F,26,25.53846153846154,40.07692307692308
1969,1,99,M,38,24.94736842105263,35.26315789473684
1969,2,1,F,4394,24.753755120619026,34.64770141101502
1969,2,1,M,4736,24.611908783783782,34.376689189189186
1969,2,2,F,4334,24.658975542224272,34.57406552838025
1969,2,2,M,4480,24.661607142857143,34.7375
1969,2,3,F,4878,24.76670766707667,33.97990979909799
1969,2,3,M,5110,24.726810176125245,34.93307240704501
1969,2,4,F,4796,25.11718098415346,34.513344453711426
1969,2,4,M,5200,24.763076923076923,34.23923076923077
1969,2,5,F,4674,24.825417201540436,34.61360718870347
1969,2,5,M,5002,24.802079168332668,34.6641343462615
1969,2,6,F,4760,25.0109243697479,35.01848739495799
1969,2,6,M,4968,24.71014492753623,34.840982286634464
1969,2,7,F,4940,24.89676113360324,34.565182186234814
1969,2,7,M,5162,24.671832623014335,32.79814025571484
1969,2,8,F,4626,24.733679204496326,34.49848681366191
1969,2,8,M,4636,24.768334771354617,34.942191544434856
1969,2,9,F,4252,24.505644402634054,35.215898400752586
1969,2,9,M,4442,24.669067987393067,34.35164340387213
1969,2,10,F,4958,24.755546591367487,35.00887454618798
1969,2,10,M,4996,24.689751801441155,34.17053642914331
1969,2,11,F,4796,24.847789824854043,34.13969974979149
1969,2,11,M,5060,24.748616600790513,32.93952569169961
1969,2,12,F,4780,25.009623430962343,34.35062761506276
1969,2,12,M,5228,24.703519510329,33.96403978576894
1969,2,13,F,4850,24.788453608247423,34.130309278350516
1969,2,13,M,4756,24.62237174095879,34.46972245584525
1969,2,14,F,5092,24.899450117831893,34.21681068342498
1969,2,14,M,5262,24.899657924743444,33.63625997719498
1969,2,15,F,4598,24.69204001739887,34.36015658982166
1969,2,15,M,4712,24.80220713073005,34.105687606112056
1969,2,16,F,4118,24.70179698882953,34.50364254492472
1969,2,16,M,4416,24.72826086956522,34.302536231884055
1969,2,17,F,4768,24.791526845637584,34.35528523489933
1969,2,17,M,5054,24.651365255243373,34.38187574198655
1969,2,18,F,4962,24.903264812575575,33.92744860943168
1969,2,18,M,5214,24.772151898734176,34.14269275028769
1969,2,19,F,4788,24.89807852965748,34.01336675020885
1969,2,19,M,5028,24.66587112171838,33.796738265712015
1969,2,20,F,4920,24.791869918699188,34.07154471544715
1969,2,20,M,5062,24.83919399446859,34.66732516791782
1969,2,21,F,4940,24.908502024291497,34.16315789473684
1969,2,21,M,4976,24.733520900321544,33.79139871382637
1969,2,22,F,4484,24.6235504014273,34.67975022301516
1969,2,22,M,4668,24.612682090831193,34.13538988860326
1969,2,23,F,4298,24.62168450442066,34.806421591437875
1969,2,23,M,4406,24.58828869723105,34.426236949614164
1969,2,24,F,4798,24.762817840766985,33.73155481450605
1969,2,24,M,5168,24.724458204334365,33.713235294117645
1969,2,25,F,5196,24.824480369515012,34.06312548113934
1969,2,25,M,5370,24.773929236499068,33.902793296089385
1969,2,26,F,4838,24.928896238114923,33.641174038859035
1969,2,26,M,5210,24.790403071017273,33.5957773512476
1969,2,27,F,4588,24.751089799476897,34.20052310374891
1969,2,27,M,5030,24.788469184890655,33.37097415506958
1969,2,28,F,4792,24.90025041736227,34.37228714524207
1969,2,28,M,4964,24.921837228041902,34.35898468976632
1969,2,29,F,50,24.04,37.68
1969,2,29,M,16,24.625,28.375
1969,2,30,F,24,27.833333333333332,36.5
1969,2,30,M,28,25.928571428571427,40.214285714285715
1969,2,31,F,24,26.75,29.166666666666668
1969,2,31,M,20,25.2,28.7
1969,2,99,F,42,25.047619047619047,40.095238095238095
1969,2,99,M,48,24.458333333333332,32.708333333333336
1969,3,1,F,4402,24.746024534302588,34.53066787823717
1969,3,1,M,4784,24.762959866220736,33.82692307692308
1969,3,2,F,4204,24.637963843958136,35.21217887725975
1969,3,2,M,4376,24.660877513711153,34.47486288848263
1969,3,3,F,4874,24.79400902749282,35.24128026261797
1969,3,3,M,5194,24.711590296495956,33.445899114362724
1969,3,4,F,4994,24.930316379655586,34.2967561073288
1969,3,4,M,5270,24.944592030360532,33.47438330170778
1969,3,5,F,4958,24.692214602662364,33.61355385235982
1969,3,5,M,5088,24.7936320754717,34.12657232704402
1969,3,6,F,4640,24.675,33.63577586206897
1969,3,6,M,5064,24.748815165876778,33.89968404423381
1969,3,7,F,4658,24.77157578359811,32.82739373121511
1969,3,7,M,5290,24.737996219281662,34.29603024574669
1969,3,8,F,4462,24.73868220528911,34.19229045271179
1969,3,8,M,4872,24.82799671592775,34.25574712643678
1969,3,9,F,4146,24.626628075253254,34.85383502170767
1969,3,9,M,4248,24.66195856873823,34.77824858757062
1969,3,10,F,4816,24.87873754152824,33.50705980066445
1969,3,10,M,5076,24.60717100078802,33.6150512214342
1969,3,11,F,5096,24.8787284144427,34.21114599686028
1969,3,11,M,5092,24.94776119402985,34.22623723487824
1969,3,12,F,4800,24.91,34.184583333333336
1969,3,12,M,4976,24.456189710610932,34.231913183279744
1969,3,13,F,4710,24.70700636942675,33.582590233545645
1969,3,13,M,4930,24.706693711967546,32.932657200811356
1969,3,14,F,4936,24.751215559157213,33.32414910858995
1969,3,14,M,5098,24.874460572773636,33.486072969792076
1969,3,15,F,4300,24.691162790697675,34.81116279069767
1969,3,15,M,4538,24.62009695901278,33.97840458351697
1969,3,16,F,4110,24.509489051094892,34.196593673965936
1969,3,16,M,4226,24.63795551348793,35.11784193090393
1969,3,17,F,4788,24.820384294068504,33.99289891395154
1969,3,17,M,5340,24.945318352059925,34.38689138576779
1969,3,18,F,4910,24.821181262729123,33.078615071283096
1969,3,18,M,5226,24.76769996172981,33.550325296593954
1969,3,19,F,4968,24.795491143317232,33.59822866344606
1969,3,19,M,5096,24.70722135007849,33.70682888540031
1969,3,20,F,4738,24.62473617560152,34.3360067539046
1969,3,20,M,5074,24.914860070949942,34.13362238864801
1969,3,21,F,4832,24.977235099337747,33.87003311258278
1969,3,21,M,5070,24.909270216962526,33.73293885601578
1969,3,22,F,4446,24.66306792622582,33.07737291947818
1969,3,22,M,4516,24.79406554472985,34.2621789193977
1969,3,23,F,4240,24.620283018867923,34.39433962264151
1969,3,23,M,4362,24.63411279229711,35.34342044933517
1969,3,24,F,4730,24.39196617336152,34.51712473572939
1969,3,24,M,5072,24.886435331230285,33.57847003154574
1969,3,25,F,4976,24.67323151125402,33.77813504823151
1969,3,25,M,5296,24.621601208459214,33.89916918429003
1969,3,26,F,4822,24.712152633761924,34.063044379925344
1969,3,26,M,4996,25.006004803843073,33.766613290632506
1969,3,27,F,4628,24.583405358686257,33.23638720829732
1969,3,27,M,5070,24.78698224852071,32.98067061143984
1969,3,28,F,4968,24.634460547504027,34.34621578099839
1969,3,28,M,5358,24.65024262784621,33.49346771183277
1969,3,29,F,4292,24.72041006523765,33.80848089468779
1969,3,29,M,4616,24.499133448873483,34.45667244367418
1969,3,30,F,3986,24.46462619167085,34.24786753637732
1969,3,30,M,4200,24.755714285714287,33.72
1969,3,31,F,4590,24.913289760348583,34.20043572984749
1969,3,31,M,5002,24.810075969612154,34.42143142742903
1969,3,99,F,64,26.625,32.09375
1969,3,99,M,50,23.76,32.28
1969,4,1,F,4990,24.837675350701403,33.313026052104206
1969,4,1,M,4970,24.809255533199195,34.011267605633805
1969,4,2,F,4766,24.639949643306757,34.678556441460344
1969,4,2,M,5212,24.81504221028396,33.887950882578664
1969,4,3,F,4682,24.699273814609143,33.873131140538234
1969,4,3,M,4848,24.82095709570957,33.5503300330033
1969,4,4,F,4718,24.63755828740992,33.47604917337855
1969,4,4,M,4854,24.664606510094767,33.57560774618871
1969,4,5,F,4384,24.99133211678832,34.011405109489054
1969,4,5,M,4364,24.632905591200732,34.75847846012832
1969,4,6,F,3896,24.553901437371664,34.66067761806981
1969,4,6,M,4112,24.40612840466926,34.25048638132296
1969,4,7,F,4418,24.785875961973744,33.832050701674966
1969,4,7,M,4956,24.72639225181598,33.35149313962873
1969,4,8,F,4930,24.78296146044625,33.64016227180527
1969,4,8,M,5246,24.640106747998477,34.04193671368662
1969,4,9,F,4748,25.009267059814658,33.949873631002525
1969,4,9,M,5104,24.688087774294672,33.33307210031348
1969,4,10,F,4730,24.870190274841438,33.65581395348837
1969,4,10,M,4978,24.60867818400964,33.8372840498192
1969,4,11,F,4848,25.11509900990099,33.537541254125415
1969,4,11,M,5072,24.809148264984227,33.44203470031546
1969,4,12,F,4318,24.74339972209356,34.48031496062992
1969,4,12,M,4622,24.649935093033317,33.41973171787105
1969,4,13,F,3886,24.669583118888315,34.43592382913021
1969,4,13,M,4248,24.470338983050848,33.633709981167605
1969,4,14,F,4726,24.82141345746932,33.59246720270842
1969,4,14,M,4840,24.742561983471074,32.90495867768595
1969,4,15,F,5064,24.567140600315955,33.447077409162716
1969,4,15,M,5364,24.969798657718123,34.0868754660701
1969,4,16,F,4804,24.84429641965029,34.13238967527061
1969,4,16,M,5036,24.82764098490866,34.28514694201748
1969,4,17,F,4832,24.7942880794702,33.55091059602649
1969,4,17,M,5044,24.590800951625695,33.824742268041234
1969,4,18,F,4832,24.96771523178808,34.47599337748344
1969,4,18,M,5040,24.779761904761905,33.705555555555556
1969,4,19,F,4292,24.60950605778192,34.758620689655174
1969,4,19,M,4702,24.715014887282006,33.68098681412165
1969,4,20,F,3760,24.732446808510637,34.02978723404255
1969,4,20,M,4168,24.698656429942417,33.9141074856046
1969,4,21,F,4828,24.74896437448219,34.717067108533556
1969,4,21,M,4782,24.856963613550814,33.796737766624844
1969,4,22,F,5016,24.841307814992025,33.051435406698566
1969,4,22,M,5210,24.606142034548945,33.84875239923225
1969,4,23,F,4660,24.775536480686696,34.23991416309013
1969,4,23,M,5208,24.786482334869433,33.33717357910906
1969,4,24,F,4620,24.83939393939394,33.922077922077925
1969,4,24,M,4852,24.748145094806265,34.490107172300085
1969,4,25,F,4610,24.875054229934925,33.30455531453362
1969,4,25,M,5036,24.64376489277204,33.554011119936455
1969,4,26,F,4338,24.588289534347627,33.73951129552789
1969,4,26,M,4584,24.643106457242585,33.480366492146594
1969,4,27,F,3846,24.433177327093084,33.91367654706188
1969,4,27,M,4120,24.419417475728157,34.01456310679612
1969,4,28,F,4622,24.663349199480745,34.46949372565989
1969,4,28,M,4896,24.561274509803923,33.740196078431374
1969,4,29,F,4622,24.855473820856773,34.179575941151015
1969,4,29,M,5078,24.86608901142182,33.69830641985033
1969,4,30,F,4396,24.69790718835305,33.55323020928117
1969,4,30,M,4742,24.81526781948545,33.93631379164909
1969,4,31,F,28,27.857142857142858,34.57142857142857
1969,4,31,M,24,23.583333333333332,27.416666666666668
1969,4,99,F,50,24.64,40.36
1969,4,99,M,66,24.939393939393938,38.90909090909091
1969,5,1,F,4598,24.89908655937364,33.274032187907785
1969,5,1,M,4608,24.53342013888889,32.634114583333336
1969,5,2,F,4708,24.898045879354292,33.506372132540356
1969,5,2,M,5028,24.72991249005569,34.38743038981703
1969,5,3,F,4148,24.430568948891032,33.84329797492767
1969,5,3,M,4620,24.634632034632034,34.093939393939394
1969,5,4,F,3922,24.39928607853136,33.3350331463539
1969,5,4,M,4172,24.589645254074785,33.333173537871524
1969,5,5,F,4854,24.548001648125258,34.819118252987224
1969,5,5,M,5076,24.71315996847912,33.83293932230102
1969,5,6,F,4906,24.904606604158175,33.17040358744394
1969,5,6,M,5058,24.82522736259391,33.37722419928826
1969,5,7,F,4724,24.817950889077053,33.4805249788315
1969,5,7,M,4902,24.69889840881273,33.617707058343534
1969,5,8,F,4564,24.6897458369851,33.8908851884312
1969,5,8,M,4920,24.647154471544717,33.176422764227645
1969,5,9,F,4634,24.766076823478635,32.901165299956844
1969,5,9,M,4728,24.91285956006768,34.04103214890017
1969,5,10,F,4072,24.61984282907662,34.5049115913556
1969,5,10,M,4444,24.676417641764175,33.45949594959496
1969,5,11,F,3998,24.695347673836917,33.832916458229114
1969,5,11,M,4124,24.6454898157129,34.402521823472355
1969,5,12,F,4570,24.571115973741794,33.65514223194749
1969,5,12,M,4736,24.563344594594593,33.18074324324324
1969,5,13,F,4776,24.850921273031826,33.1963986599665
1969,5,13,M,5086,24.711757766417616,34.03696421549351
1969,5,14,F,4402,24.577464788732396,32.832348932303496
1969,5,14,M,4782,24.799247176913426,33.040568799665415
1969,5,15,F,4646,24.85837279380112,33.66724063710719
1969,5,15,M,4878,24.723657236572365,33.48790487904879
1969,5,16,F,4880,24.831147540983608,32.84549180327869
1969,5,16,M,4944,24.884708737864077,33.31917475728155
1969,5,17,F,4376,24.771023765996343,34.38025594149909
1969,5,17,M,4570,24.50940919037199,34.42407002188184
1969,5,18,F,3922,24.655787863335032,34.289138194798575
1969,5,18,M,4106,24.64247442766683,34.297126156843646
1969,5,19,F,4626,24.877215737137917,33.40164288802421
1969,5,19,M,4868,24.869761709120787,33.881676253081345
1969,5,20,F,5034,24.736591179976163,33.01072705601907
1969,5,20,M,5354,24.94209936496078,33.46544639521853
1969,5,21,F,4698,24.98297147722435,33.65687526607067
1969,5,21,M,5068,24.808208366219414,33.86858721389108
1969,5,22,F,4630,24.930021598272138,34.147300215982725
1969,5,22,M,4776,24.665829145728644,33.358458961474035
1969,5,23,F,4548,24.871152154793315,33.50923482849604
1969,5,23,M,5036,24.69698173153296,33.544479745830024
1969,5,24,F,4174,24.493052228078582,33.56636320076665
1969,5,24,M,4384,24.62728102189781,34.10903284671533
1969,5,25,F,4030,24.706203473945408,34.37816377171216
1969,5,25,M,4196,24.52287893231649,34.05100095328885
1969,5,26,F,4752,24.816498316498315,33.88299663299663
1969,5,26,M,5088,24.85495283018868,33.950864779874216
1969,5,27,F,5264,24.70516717325228,33.599544072948326
1969,5,27,M,5088,24.65172955974843,33.242138364779876
1969,5,28,F,4966,24.554571083366895,32.93596455900121
1969,5,28,M,4972,24.710378117457765,33.58286403861625
1969,5,29,F,4878,24.810578105781058,34.126281262812626
1969,5,29,M,5312,24.839231927710845,34.04932228915663
1969,5,30,F,4452,24.529200359389037,33.75471698113208
1969,5,30,M,4702,24.695874096129305,33.658443215652916
1969,5,31,F,4112,24.545719844357976,34.2602140077821
1969,5,31,M,4528,24.43904593639576,33.76015901060071
1969,5,99,F,54,25.62962962962963,32.77777777777778
1969,5,99,M,52,22.153846153846153,34.57692307692308
1969,6,1,F,4174,24.369908960229996,33.25634882606612
1969,6,1,M,4252,24.556914393226716,34.315145813734716
1969,6,2,F,4736,24.67947635135135,33.23733108108108
1969,6,2,M,5126,24.769410846664066,33.75224346468982
1969,6,3,F,5146,24.55421686746988,33.3291877186164
1969,6,3,M,5012,24.80806065442937,33.63367916999202
1969,6,4,F,4750,24.844210526315788,33.591157894736845
1969,6,4,M,5088,24.69496855345912,33.316823899371066
1969,6,5,F,4686,24.86982501067008,34.15322236448997
1969,6,5,M,4902,24.751937984496124,33.220726234190124
1969,6,6,F,4864,24.783717105263158,34.29152960526316
1969,6,6,M,5142,24.898872034227928,33.626215480357835
1969,6,7,F,4342,24.63841547673883,34.124827268539846
1969,6,7,M,4472,24.523255813953487,33.67262969588551
1969,6,8,F,3958,24.59575543203638,34.44315310763012
1969,6,8,M,4268,24.507029053420805,33.29943767572634
1969,6,9,F,4826,25.077082469954412,33.94405304600083
1969,6,9,M,4912,24.854641693811075,33.26547231270359
1969,6,10,F,4920,24.90528455284553,33.459349593495936
1969,6,10,M,5400,24.656296296296297,33.52111111111111
1969,6,11,F,4760,24.749159663865544,34.03823529411765
1969,6,11,M,5190,24.70635838150289,33.13333333333333
1969,6,12,F,4980,24.636144578313253,33.456626506024094
1969,6,12,M,5240,24.676335877862595,33.519847328244275
1969,6,13,F,4772,24.798407376362114,33.90067057837385
1969,6,13,M,5080,24.83188976377953,33.61535433070866
1969,6,14,F,4358,24.801743919229004,33.893988067921065
1969,6,14,M,4562,24.52389302937308,33.33625602805787
1969,6,15,F,4046,24.729115175481958,34.27187345526446
1969,6,15,M,4356,24.436179981634528,34.29522497704316
1969,6,16,F,4628,24.974503025064823,33.21866897147796
1969,6,16,M,5116,24.5199374511337,33.28928850664582
1969,6,17,F,5150,24.719223300970874,33.11805825242718
1969,6,17,M,5144,24.759331259720064,32.93390357698289
1969,6,18,F,4864,24.70230263157895,33.44901315789474
1969,6,18,M,5356,24.54406273338312,33.61090365944735
1969,6,19,F,4630,24.876025917926565,34.463498920086394
1969,6,19,M,5126,24.60436987904799,33.292235661334374
1969,6,20,F,5122,24.841468176493557,33.782897305739944
1969,6,20,M,5302,24.66804979253112,33.06789890607318
1969,6,21,F,4328,24.686691312384472,33.97273567467653
1969,6,21,M,4706,24.603484912877178,34.1223969400765
1969,6,22,F,4136,24.481141199226304,34.4825918762089
1969,6,22,M,4476,24.639857015192135,33.55853440571939
1969,6,23,F,4842,24.709211069805864,34.04997934737712
1969,6,23,M,5038,24.793171893608577,34.113140134974195
1969,6,24,F,5180,24.69111969111969,33.918146718146716
1969,6,24,M,5444,24.870683321087437,33.27957384276267
1969,6,25,F,5196,24.558506543494996,34.02386451116243
1969,6,25,M,5270,24.86641366223909,33.19848197343453
1969,6,26,F,5016,24.671850079744818,33.750398724082935
1969,6,26,M,5328,24.750375375375377,32.586711711711715
1969,6,27,F,5288,24.779500756429652,33.90620272314675
1969,6,27,M,5488,24.778425655976676,34.14139941690962
1969,6,28,F,4610,24.662039045553147,33.48937093275488
1969,6,28,M,4956,24.631557707828893,34.18845843422115
1969,6,29,F,4262,24.669169404035664,34.550445800093854
1969,6,29,M,4538,24.751432349052447,34.05112384310269
1969,6,30,F,5260,24.677946768060835,33.76273764258555
1969,6,30,M,5328,24.58746246246246,33.9207957957958
1969,6,31,F,20,23.0,35.3
1969,6,31,M,40,23.0,34.85
1969,6,99,F,54,23.88888888888889,40.592592592592595
1969,6,99,M,48,24.0,31.791666666666668
1969,7,1,F,5378,24.772406098921532,32.4332465600595
1969,7,1,M,5768,24.834604715672675,33.0499306518724
1969,7,2,F,5242,24.78634109118657,33.206028233498664
1969,7,2,M,5516,24.996374184191442,33.78027556200145
1969,7,3,F,5030,24.725646123260436,33.666401590457255
1969,7,3,M,5532,24.933116413593638,34.451554591467826
1969,7,4,F,4504,24.408081705150977,33.63676731793961
1969,7,4,M,4664,24.480274442538594,34.243996569468266
1969,7,5,F,4492,24.363757791629563,34.63757791629563
1969,7,5,M,4756,24.517241379310345,33.86291000841043
1969,7,6,F,4246,24.596796985398022,35.32830899670278
1969,7,6,M,4614,24.67230169050715,33.8383181621153
1969,7,7,F,5138,24.658622031919034,33.98676527831841
1969,7,7,M,5496,24.604439592430857,33.67576419213974
1969,7,8,F,5282,24.581976524043924,33.27300265051117
1969,7,8,M,5560,24.74028776978417,33.819424460431655
1969,7,9,F,5132,24.765783320342948,33.41893998441154
1969,7,9,M,5444,24.82072005878031,33.70646583394563
1969,7,10,F,5166,24.66976384049555,33.996902826171116
1969,7,10,M,5396,24.72720533728688,33.70644922164566
1969,7,11,F,5210,24.793090211132437,33.5831094049904
1969,7,11,M,5476,24.635135135135137,33.95288531775018
1969,7,12,F,4596,24.54046997389034,33.95343777197563
1969,7,12,M,4876,24.775225594749795,34.00820344544709
1969,7,13,F,4454,24.52671755725191,34.6722047597665
1969,7,13,M,4524,24.707780725022104,34.278514588859416
1969,7,14,F,4768,24.748322147651006,33.75293624161074
1969,7,14,M,5474,24.661308001461453,34.03580562659847
1969,7,15,F,5486,24.815895005468466,33.08822457163689
1969,7,15,M,5810,24.663339070567986,33.475731497418245
1969,7,16,F,5086,24.670074714903656,33.37239480928038
1969,7,16,M,5612,24.87205987170349,33.451176051318605
1969,7,17,F,5194,24.789372352714672,33.22410473623412
1969,7,17,M,5474,24.59554256485203,33.17793204238217
1969,7,18,F,5242,25.047691720717282,33.95345288057993
1969,7,18,M,5390,24.850834879406307,33.233395176252316
1969,7,19,F,4838,24.668458040512608,34.63249276560562
1969,7,19,M,4836,24.778329197684037,34.70678246484698
1969,7,20,F,4320,24.60046296296296,35.568518518518516
1969,7,20,M,4620,24.564502164502166,33.61168831168831
1969,7,21,F,4984,24.71709470304976,33.99959871589085
1969,7,21,M,5212,24.61588641596316,34.35648503453569
1969,7,22,F,5408,24.757026627218934,33.946745562130175
1969,7,22,M,5632,24.677911931818183,33.69105113636363
1969,7,23,F,5092,24.828750981932444,33.112333071484684
1969,7,23,M,5376,24.716517857142858,33.16480654761905
1969,7,24,F,5124,24.65378610460578,33.75644028103044
1969,7,24,M,5306,24.8303807010931,34.90802864681493
1969,7,25,F,5126,24.556769410846663,34.155676941084664
1969,7,25,M,5562,24.8212873067242,34.32110751528227
1969,7,26,F,4734,24.96704689480355,33.75369666244191
1969,7,26,M,5052,24.613618368962786,34.33293745051465
1969,7,27,F,4626,24.525291828793776,34.48119325551232
1969,7,27,M,4782,24.55457967377666,35.00794646591385
1969,7,28,F,4990,24.561122244488978,34.00400801603207
1969,7,28,M,5558,24.66678661388989,33.437927311982726
1969,7,29,F,5434,24.601766654398233,33.966875230033125
1969,7,29,M,5668,24.643260409315456,33.781933662667605
1969,7,30,F,5192,24.674499229583976,33.23728813559322
1969,7,30,M,5442,24.614112458654905,33.749724366041896
1969,7,31,F,5076,24.71946414499606,34.20015760441292
1969,7,31,M,5270,24.705123339658446,33.78823529411765
1969,7,99,F,24,26.416666666666668,29.666666666666668
1969,7,99,M,44,25.136363636363637,43.86363636363637
1969,8,1,F,5112,24.9358372456964,34.08489827856025
1969,8,1,M,5618,24.966536133855463,33.5809896760413
1969,8,2,F,4872,24.57799671592775,33.443349753694584
1969,8,2,M,5110,24.679060665362034,34.36516634050881
1969,8,3,F,4464,24.497311827956988,34.03360215053763
1969,8,3,M,4618,24.236899090515376,34.72802078822001
1969,8,4,F,5118,24.61938257131692,33.735834310277454
1969,8,4,M,5332,24.703300825206302,33.492873218304574
1969,8,5,F,5418,24.781838316722038,33.777408637873755
1969,8,5,M,5526,24.7828447339848,33.48751357220413
1969,8,6,F,5232,24.92966360856269,33.508792048929664
1969,8,6,M,5620,24.826690391459074,33.86725978647687
1969,8,7,F,5066,24.668772206869324,34.37781287011449
1969,8,7,M,5316,24.827313769751694,33.31113619262604
1969,8,8,F,5376,24.683035714285715,34.45126488095238
1969,8,8,M,5926,24.745865676679042,33.732703341208236
1969,8,9,F,4968,24.60708534621578,34.32608695652174
1969,8,9,M,5124,24.53239656518345,34.03825136612022
1969,8,10,F,4394,24.577605826126536,34.679563040509784
1969,8,10,M,4712,24.580220713073004,33.68293718166384
1969,8,11,F,5120,25.015234375,34.40078125
1969,8,11,M,5586,24.704260651629074,34.50769781596849
1969,8,12,F,5542,24.673763984121255,33.26993865030675
1969,8,12,M,5596,24.880271622587564,33.30092923516798
1969,8,13,F,5210,24.79270633397313,33.69328214971209
1969,8,13,M,5592,24.835836909871244,33.9928469241774
1969,8,14,F,5290,24.695274102079395,35.4241965973535
1969,8,14,M,5436,24.772259013980868,34.20640176600441
1969,8,15,F,5298,24.75802189505474,34.19630049075123
1969,8,15,M,5612,24.928011404133997,34.323948681397006
1969,8,16,F,4774,24.536237955592796,34.088814411395056
1969,8,16,M,4998,24.627851140456183,34.08923569427771
1969,8,17,F,4482,24.474788041053102,34.506470325747436
1969,8,17,M,4642,24.3196897888841,34.30633347694959
1969,8,18,F,5120,24.573046875,33.90390625
1969,8,18,M,5530,24.713200723327304,34.21772151898734
1969,8,19,F,5550,24.65045045045045,34.23171171171171
1969,8,19,M,5860,24.657337883959045,33.08839590443686
1969,8,20,F,5226,24.796019900497512,34.214695752009185
1969,8,20,M,5692,24.83977512297962,34.09522136331694
1969,8,21,F,4962,24.800886739218058,34.01370415155179
1969,8,21,M,5222,24.70164687859058,33.65492148602068
1969,8,22,F,5170,24.759381044487426,34.14158607350097
1969,8,22,M,5416,24.83751846381093,34.60081240768095
1969,8,23,F,4682,24.51858180264844,33.865869286629646
1969,8,23,M,4978,24.703093611892328,33.62274005624749
1969,8,24,F,4438,24.461919783686344,34.230283911671926
1969,8,24,M,4646,24.50365906155833,33.25785622040465
1969,8,25,F,5104,24.789184952978058,34.376175548589345
1969,8,25,M,5482,24.726012404232034,33.811382707041226
1969,8,26,F,5400,24.475555555555555,33.75333333333333
1969,8,26,M,5682,24.869060190073917,34.15205913410771
1969,8,27,F,5076,24.951142631993697,33.88416075650118
1969,8,27,M,5562,24.692556634304207,34.247033441208195
1969,8,28,F,5162,24.71638899651298,34.165439752034096
